Economy,Indicator,Year,Value,Indicator_encoded,Economy_encoded,Indicator_group,Indicator_group_code
Bosnia and Herzegovina,Internet service is not available in the area,2016,1.14829,39,11,User Experience,3
Brazil,Do not need the Internet,2016,64.1642,19,12,User Experience,3
Brazil,Have access to the Internet elsewhere,2016,30.0118,24,12,User Experience,3
Brazil,Cost of the equipment is too high,2016,43.486,14,12,User Experience,3
Brazil,Cost of service is too high,2016,56.9093,13,12,User Experience,3
Brazil,Privacy or security concerns,2016,39.5775,46,12,User Experience,3
Brazil,Internet service is not available in the area,2016,26.9759,39,12,User Experience,3
Bulgaria,Do not need the Internet,2016,42.4687,19,14,User Experience,3
Bulgaria,Have access to the Internet elsewhere,2016,4.2273,24,14,User Experience,3
Bulgaria,Cost of the equipment is too high,2016,32.1005,14,14,User Experience,3
Bulgaria,Privacy or security concerns,2016,0.71462,46,14,User Experience,3
Bulgaria,Internet service is not available in the area,2016,1.06152,39,14,User Experience,3
Colombia,Do not need the Internet,2016,33.6964,19,19,User Experience,3
Colombia,Have access to the Internet elsewhere,2016,2.07432,24,19,User Experience,3
Colombia,Cost of service is too high,2016,46.2994,13,19,User Experience,3
Colombia,Internet service is not available in the area,2016,4.70621,39,19,User Experience,3
Croatia,Do not need the Internet,2016,52.6361,19,21,User Experience,3
Croatia,Have access to the Internet elsewhere,2016,12.2087,24,21,User Experience,3
Croatia,Cost of the equipment is too high,2016,47.6967,14,21,User Experience,3
Croatia,Cost of service is too high,2016,50.5834,13,21,User Experience,3
Croatia,Privacy or security concerns,2016,11.6569,46,21,User Experience,3
Croatia,Internet service is not available in the area,2016,15.0079,39,21,User Experience,3
Egypt,Do not need the Internet,2016,93.992,19,29,User Experience,3
Egypt,Have access to the Internet elsewhere,2016,0.165275,24,29,User Experience,3
Egypt,Cost of the equipment is too high,2016,16.4019,14,29,User Experience,3
Egypt,Cost of service is too high,2016,15.4747,13,29,User Experience,3
Egypt,Privacy or security concerns,2016,0.990727,46,29,User Experience,3
Egypt,Internet service is not available in the area,2016,1.57474,39,29,User Experience,3
Egypt,Internet service is available but it does not correspond to household needs,2016,1.07327,38,29,User Experience,3
Egypt,No electricity in the household,2016,0.227537,43,29,User Experience,3
Georgia,Do not need the Internet,2016,0.772667,19,34,User Experience,3
Georgia,Have access to the Internet elsewhere,2016,5.99202,24,34,User Experience,3
Georgia,Cost of the equipment is too high,2016,6.25157,14,34,User Experience,3
Georgia,Cost of service is too high,2016,5.90666,13,34,User Experience,3
Georgia,Internet service is not available in the area,2016,0.156549,39,34,User Experience,3
Jamaica,Do not need the Internet,2016,44.767,19,46,User Experience,3
Jamaica,Have access to the Internet elsewhere,2016,9.52207,24,46,User Experience,3
Jamaica,Cost of the equipment is too high,2016,36.4412,14,46,User Experience,3
Kazakhstan,Do not need the Internet,2016,80.8268,19,49,User Experience,3
Kazakhstan,Cost of the equipment is too high,2016,3.07805,14,49,User Experience,3
Kazakhstan,Cost of service is too high,2016,8.35158,13,49,User Experience,3
Kazakhstan,Privacy or security concerns,2016,0.11227,46,49,User Experience,3
Kazakhstan,Internet service is not available in the area,2016,5.22714,39,49,User Experience,3
Korea (Rep. of),Do not need the Internet,2016,91.8979,19,50,User Experience,3
Korea (Rep. of),Cost of service is too high,2016,19.703,13,50,User Experience,3
Korea (Rep. of),Privacy or security concerns,2016,0.179088,46,50,User Experience,3
"Macao, China",Do not need the Internet,2016,39.8148,19,56,User Experience,3
"Macao, China",Cost of the equipment is too high,2016,31.4815,14,56,User Experience,3
"Macao, China",Cost of service is too high,2016,4.62963,13,56,User Experience,3
Mexico,Do not need the Internet,2016,19.2857,19,61,User Experience,3
Mexico,Cost of service is too high,2016,53.8657,13,61,User Experience,3
Mexico,Internet service is not available in the area,2016,8.13041,39,61,User Experience,3
Mexico,Internet service is available but it does not correspond to household needs,2016,0.586602,38,61,User Experience,3
Morocco,Do not need the Internet,2016,67.7024,19,65,User Experience,3
Morocco,Have access to the Internet elsewhere,2016,8.07151,24,65,User Experience,3
Morocco,Cost of the equipment is too high,2016,23.72,14,65,User Experience,3
Morocco,Cost of service is too high,2016,26.2469,13,65,User Experience,3
Morocco,Privacy or security concerns,2016,2.79998,46,65,User Experience,3
Morocco,Internet service is not available in the area,2016,6.75295,39,65,User Experience,3
Morocco,Internet service is available but it does not correspond to household needs,2016,0.774866,38,65,User Experience,3
Poland,Do not need the Internet,2016,70.1399,19,72,User Experience,3
Poland,Have access to the Internet elsewhere,2016,3.54667,24,72,User Experience,3
Poland,Cost of the equipment is too high,2016,27.8637,14,72,User Experience,3
Poland,Cost of service is too high,2016,21.1354,13,72,User Experience,3
Poland,Privacy or security concerns,2016,3.89369,46,72,User Experience,3
Poland,Internet service is not available in the area,2016,0.769486,39,72,User Experience,3
Qatar,Do not need the Internet,2016,29.1867,19,75,User Experience,3
Qatar,Have access to the Internet elsewhere,2016,30.6864,24,75,User Experience,3
Qatar,Cost of the equipment is too high,2016,19.5732,14,75,User Experience,3
Qatar,Cost of service is too high,2016,26.8025,13,75,User Experience,3
Qatar,Privacy or security concerns,2016,0.49029,46,75,User Experience,3
Qatar,Internet service is not available in the area,2016,1.20169,39,75,User Experience,3
Qatar,Internet service is available but it does not correspond to household needs,2016,7.47933,38,75,User Experience,3
Russian Federation,Do not need the Internet,2016,69.649,19,77,User Experience,3
Russian Federation,Have access to the Internet elsewhere,2016,7.74278,24,77,User Experience,3
Russian Federation,Cost of service is too high,2016,17.0505,13,77,User Experience,3
Russian Federation,Privacy or security concerns,2016,0.543765,46,77,User Experience,3
Russian Federation,Internet service is not available in the area,2016,6.69458,39,77,User Experience,3
Saudi Arabia,Cost of service is too high,2016,9.47444,13,78,User Experience,3
Saudi Arabia,Internet service is not available in the area,2016,8.42182,39,78,User Experience,3
Serbia,Do not need the Internet,2016,59.0591,19,79,User Experience,3
Serbia,Have access to the Internet elsewhere,2016,3.3248,24,79,User Experience,3
Serbia,Cost of the equipment is too high,2016,28.4763,14,79,User Experience,3
Serbia,Cost of service is too high,2016,26.8758,13,79,User Experience,3
Serbia,Internet service is not available in the area,2016,5.49614,39,79,User Experience,3
Slovenia,Do not need the Internet,2016,65.4362,19,82,User Experience,3
Slovenia,Have access to the Internet elsewhere,2016,6.59045,24,82,User Experience,3
Slovenia,Cost of the equipment is too high,2016,18.9688,14,82,User Experience,3
Slovenia,Cost of service is too high,2016,18.0033,13,82,User Experience,3
Slovenia,Privacy or security concerns,2016,6.10225,46,82,User Experience,3
Spain,Do not need the Internet,2016,67.3681,19,83,User Experience,3
Spain,Have access to the Internet elsewhere,2016,10.3754,24,83,User Experience,3
Spain,Cost of the equipment is too high,2016,25.5522,14,83,User Experience,3
Spain,Internet service is not available in the area,2016,2.27234,39,83,User Experience,3
Thailand,Do not need the Internet,2016,61.8732,19,89,User Experience,3
Thailand,Have access to the Internet elsewhere,2016,5.72962,24,89,User Experience,3
Thailand,Cost of the equipment is too high,2016,5.47452,14,89,User Experience,3
Thailand,Privacy or security concerns,2016,0.494302,46,89,User Experience,3
Thailand,Internet service is not available in the area,2016,0.545164,39,89,User Experience,3
Thailand,Internet service is available but it does not correspond to household needs,2016,0.10395,38,89,User Experience,3
United Arab Emirates,Do not need the Internet,2016,797.41,19,92,User Experience,3
United Arab Emirates,Have access to the Internet elsewhere,2016,708.073,24,92,User Experience,3
United Arab Emirates,Cost of the equipment is too high,2016,239.885,14,92,User Experience,3
United Arab Emirates,Cost of service is too high,2016,334.185,13,92,User Experience,3
United Arab Emirates,Privacy or security concerns,2016,71.1385,46,92,User Experience,3
Austria,"Finding, downloading, installing and configuring software",2016,54.8913,22,3,Skills,2
Austria,Transferring files between a computer and other devices,2016,59.5922,55,3,Skills,2
Austria,Doing an online course,2016,4.1404,20,3,Skills,2
Austria,Purchasing or ordering goods or services,2016,47.6662,47,3,Skills,2
Austria,Internet banking,2016,53.3403,37,3,Skills,2
Azerbaijan,Connecting and installing new devices,2016,12.6861,11,4,Skills,2
Azerbaijan,"Finding, downloading, installing and configuring software",2016,7.25253,22,4,Skills,2
Azerbaijan,Transferring files between a computer and other devices,2016,3.62619,55,4,Skills,2
Bahrain,Connecting and installing new devices,2016,54.0,11,5,Skills,2
Bahrain,"Finding, downloading, installing and configuring software",2016,52.0,22,5,Skills,2
Bahrain,Transferring files between a computer and other devices,2016,50.0,55,5,Skills,2
Bahrain,Doing an online course,2016,48.1801,20,5,Skills,2
Bahrain,Purchasing or ordering goods or services,2016,28.2541,47,5,Skills,2
Bahrain,Internet banking,2016,33.2511,37,5,Skills,2
Belarus,Purchasing or ordering goods or services,2016,20.1636,47,7,Skills,2
Belarus,Internet banking,2016,20.9993,37,7,Skills,2
Belgium,"Finding, downloading, installing and configuring software",2016,42.9398,22,8,Skills,2
Belgium,Transferring files between a computer and other devices,2016,56.9306,55,8,Skills,2
Belgium,Doing an online course,2016,8.90564,20,8,Skills,2
Belgium,Purchasing or ordering goods or services,2016,46.3451,47,8,Skills,2
Belgium,Internet banking,2016,64.4818,37,8,Skills,2
Brazil,Connecting and installing new devices,2016,11.2827,11,12,Skills,2
Brazil,"Finding, downloading, installing and configuring software",2016,18.4951,22,12,Skills,2
Brazil,Transferring files between a computer and other devices,2016,18.96,55,12,Skills,2
Brazil,Doing an online course,2016,5.03517,20,12,Skills,2
Brazil,Purchasing or ordering goods or services,2016,23.075,47,12,Skills,2
Brazil,Internet banking,2016,14.9572,37,12,Skills,2
Brunei Darussalam,Connecting and installing new devices,2016,45.0,11,13,Skills,2
Brunei Darussalam,"Finding, downloading, installing and configuring software",2016,57.0,22,13,Skills,2
Brunei Darussalam,Transferring files between a computer and other devices,2016,63.0,55,13,Skills,2
Bulgaria,Transferring files between a computer and other devices,2016,36.305,55,14,Skills,2
Bulgaria,Doing an online course,2016,1.63902,20,14,Skills,2
Bulgaria,Purchasing or ordering goods or services,2016,10.8822,47,14,Skills,2
Bulgaria,Internet banking,2016,4.43765,37,14,Skills,2
Colombia,Connecting and installing new devices,2016,30.232,11,19,Skills,2
Colombia,Transferring files between a computer and other devices,2016,32.3347,55,19,Skills,2
Colombia,Doing an online course,2016,23.4652,20,19,Skills,2
Colombia,Purchasing or ordering goods or services,2016,5.6649,47,19,Skills,2
Colombia,Internet banking,2016,5.6899,37,19,Skills,2
Croatia,"Finding, downloading, installing and configuring software",2016,51.3115,22,21,Skills,2
Croatia,Transferring files between a computer and other devices,2016,58.1404,55,21,Skills,2
Croatia,Doing an online course,2016,5.21876,20,21,Skills,2
Croatia,Purchasing or ordering goods or services,2016,25.4154,47,21,Skills,2
Croatia,Internet banking,2016,38.3331,37,21,Skills,2
Cuba,Internet banking,2016,0.0379568,37,22,Skills,2
Cyprus,"Finding, downloading, installing and configuring software",2016,47.5047,22,23,Skills,2
Cyprus,Transferring files between a computer and other devices,2016,43.0755,55,23,Skills,2
Cyprus,Doing an online course,2016,3.32004,20,23,Skills,2
Cyprus,Purchasing or ordering goods or services,2016,22.1427,47,23,Skills,2
Cyprus,Internet banking,2016,27.7183,37,23,Skills,2
Czech Republic,Doing an online course,2016,2.61228,20,24,Skills,2
Czech Republic,Purchasing or ordering goods or services,2016,26.6814,47,24,Skills,2
Czech Republic,Internet banking,2016,47.3563,37,24,Skills,2
Côte d'Ivoire,Connecting and installing new devices,2016,5.86099,11,25,Skills,2
Côte d'Ivoire,"Finding, downloading, installing and configuring software",2016,8.43613,22,25,Skills,2
Denmark,"Finding, downloading, installing and configuring software",2016,72.6838,22,26,Skills,2
Denmark,Transferring files between a computer and other devices,2016,67.4464,55,26,Skills,2
Denmark,Purchasing or ordering goods or services,2016,71.1238,47,26,Skills,2
Denmark,Internet banking,2016,87.8646,37,26,Skills,2
Egypt,Connecting and installing new devices,2016,23.7774,11,29,Skills,2
Egypt,"Finding, downloading, installing and configuring software",2016,24.6435,22,29,Skills,2
Egypt,Transferring files between a computer and other devices,2016,29.0969,55,29,Skills,2
Egypt,Doing an online course,2016,1.66455,20,29,Skills,2
Egypt,Purchasing or ordering goods or services,2016,1.02909,47,29,Skills,2
